1343	3431
1344	3432
1345	3433
1346	3434
1347	3435
1348	3436
1349	3437
1350	3438
1351	3439
1352	3440
1353	3441
1354	3442
1355	3443
1356	3444
1357	3445
1358	3446
1359	3447
1360	3448
1361	3449
1362	3450
1363	3451
1364	3452
1365	3453
1366	3454
1367	3455
1368	3456
1369	3457
1370	3458
1371	3459
1372	3460
1373	3461
1374	3462
1375	3463
1376	3464
1377	3465
1378	3466
1379	3467
1380	3468
1381	3469
1382	3470
1383	3471
1384	3472
1385	3473
1386	3474
1387	3475
1388	3476
1389	3477
1390	3478
1391	3479
1392	3480
1393	3481
1394	3482
1395	3483
1396	3484
1397	3485
1398	3486
1399	3487
1400	3488
1401	3489
1402	3490
1403	3491
1404	3492
1405	3493
1406	3494
1407	3495
1408	3496
1409	3497
1410	3498
1411	3499
1412	3500
1413	3501
1414	3502
1415	3503
1416	3504
1417	3505
1418	3506
1419	3507
1420	3508
1421	3509
1422	3510
1423	3511
1424	3512
1425	3513
1426	3514
1427	3515
1428	3516
1429	3517
1430	3518
1431	3519
1432	3520
1433	3521
1434	3522
1435	3523
1436	3524
1437	3525
1438	3526
1439	3527
1440	3528
1441	3529
1442	3530
1443	3531
1444	3532
1445	3533
1446	3534
1447	3535
1448	3536
1449	3537
1450	3538
1451	3539
1452	3540
1453	3541
1454	3542
1455	3543
1456	3544
1457	3545
1458	3546
1459	3547
1460	3548
1461	3549
1462	3550
1463	3551
1464	3552
1465	3553
1466	3554
1467	3555
1468	3556
1469	3557
1470	3558
1471	3559
1472	3560
1473	3561
1474	3562
1475	3563
1476	3564
1477	3565
1478	3566
1479	3567
1480	3568
1481	3569
1482	3570
1483	3571
1484	3572
1485	3573
1486	3574
1487	3575
1488	3576
1489	3577
1490	3578
1491	3579
1492	3580
1493	3581
1494	3582
1495	3583
1496	3584
1497	3585
1498	3586
1499	3587
1500	3588
1501	3589
1502	3590
1503	3591
1504	3592
1505	3593
1506	3594
1507	3595
1508	3596
1509	3597
1510	3598
1511	3599
1512	3600
1513	3601
1514	3602
1515	3603
1516	3604
1517	3605
1518	3606
1519	3607
1520	3608
1521	3609
1522	3610
1523	3611
1524	3612
1525	3613
1526	3614
1527	3615
1528	3616
1529	3617
1530	3618
1531	3619
1532	3620
1533	3621
1534	3622
1535	3623
1536	3624
1537	3625
1538	3626
1539	3627
1540	3628
1541	3629
1542	3630
1543	3631
1544	3632
1545	3633
1546	3634
1547	3635
1548	3636
1549	3637
1550	3638
1551	3639
1552	3640
1553	3641
1554	3642
1555	3643
1556	3644
1557	3645
1558	3646
1559	3647
1560	3648
1561	3649
1562	3650
1563	3651
1564	3652
1565	3653
1566	3654
1567	3655
1568	3656
1569	3657
1570	3658
1571	3659
1572	3660
1573	3661
1574	3662
1575	3663
1576	3664
1577	3665
1578	3666
1579	3667
1580	3668
1581	3669
1582	3670
1583	3671
1584	3672
1585	3673
1586	3674
1587	3675
1588	3676
1589	3677
1590	3678
1591	3679
1592	3680
1593	3681
1594	3682
1595	3683
1596	3684
1597	3685
1598	3686
1599	3687
1600	3688
1601	3689
