1690	3778
1691	3779
1692	3780
1693	3781
1694	3782
1695	3783
1696	3784
1697	3785
1698	3786
1699	3787
1700	3788
1701	3789
1702	3790
1703	3791
1704	3792
1705	3793
1706	3794
1707	3795
1708	3796
1709	3797
1710	3798
1711	3799
1712	3800
1713	3801
1714	3802
1715	3803
1716	3804
1717	3805
1718	3806
1719	3807
1720	3808
1721	3809
1722	3810
1723	3811
1724	3812
1725	3813
1726	3814
1727	3815
1728	3816
1729	3817
1730	3818
1731	3819
1732	3820
1733	3821
1734	3822
1735	3823
1736	3824
1737	3825
1738	3826
1739	3827
1740	3828
1741	3829
1742	3830
1743	3831
1744	3832
1745	3833
1746	3834
1747	3835
1748	3836
1749	3837
1750	3838
1751	3839
1752	3840
1753	3841
1754	3842
1755	3843
1756	3844
1757	3845
1758	3846
1759	3847
1760	3848
1761	3849
1762	3850
1763	3851
1764	3852
1765	3853
1766	3854
1767	3855
1768	3856
1769	3857
1770	3858
1771	3859
1772	3860
1773	3861
1774	3862
1775	3863
1776	3864
1777	3865
1778	3866
1779	3867
1780	3868
1781	3869
1782	3870
1783	3871
1784	3872
1785	3873
1786	3874
1787	3875
1788	3876
1789	3877
1790	3878
1791	3879
1792	3880
1793	3881
1794	3882
1795	3883
1796	3884
1797	3885
1798	3886
1799	3887
1800	3888
1801	3889
1802	3890
1803	3891
1804	3892
1805	3893
1806	3894
1807	3895
1808	3896
1809	3897
1810	3898
1811	3899
1812	3900
1813	3901
1814	3902
1815	3903
1816	3904
1817	3905
1818	3906
1819	3907
1820	3908
1821	3909
1822	3910
1823	3911
1824	3912
1825	3913
1826	3914
1827	3915
1828	3916
1829	3917
1830	3918
1831	3919
1832	3920
1833	3921
1834	3922
1835	3923
1836	3924
1837	3925
1838	3926
1839	3927
1840	3928
1841	3929
1842	3930
1843	3931
1844	3932
1845	3933
1846	3934
1847	3935
1848	3936
1849	3937
1850	3938
1851	3939
1852	3940
1853	3941
1854	3942
1855	3943
1856	3944
1857	3945
1858	3946
1859	3947
1860	3948
1861	3949
1862	3950
1863	3951
1864	3952
1865	3953
1866	3954
1867	3955
1872	3972
1873	3973
1874	3974
1875	3975
1876	3976
1877	3977
1883	3983
1884	3984
1885	3985
1886	3986
1887	3987
1888	3988
2172	4288
2173	4289
2174	4290
2175	4291
2176	4292
2177	4293
2178	4294
2179	4295
2180	4296
2181	4297
2182	4298
2183	4299
2184	4300
2185	4301
2186	4302
2187	4303
2188	4304
2189	4305
2190	4306
2191	4307
2192	4308
2193	4309
2194	4310
2195	4311
2196	4312
2197	4313
2198	4314
2199	4315
2200	4316
2201	4317
2202	4318
2203	4319
2204	4320
2205	4321
2206	4322
2207	4323
2208	4324
2209	4325
2210	4326
2211	4327
2212	4328
2213	4329
2214	4330
2215	4331
2216	4332
2217	4334
2218	4335
2219	4336
2220	4337
2221	4338
2222	4339
2223	4340
2224	4341
2225	4342
2226	4343
2227	4344
2228	4345
2229	4346
2230	4347
2231	4348
